Id,preco
179,135689.84927033895
180,968389.7352993117
181,521314.08392993244
182,2034160.9507661154
183,620131.8129753192
184,909068.3510867364
185,462736.82539228245
186,559518.5820686456
187,550388.5983358574
188,1318115.863016888
189,390647.1118444326
190,1656301.734906502
191,1160820.6115831765
192,162309.27209428835
193,248957.19358209556
194,456367.50071262254
195,1197877.3815253451
196,87706.89742323206
197,1471087.8740886496
198,376783.3214032039
199,585198.2727418453
200,1520993.0455240323
201,234080.0534894326
202,581642.1899929553
203,1234810.7437991975
204,823112.5157935843
205,214974.81591223774
206,133862.10745019448
207,430551.60353997536
208,1044406.4454485356
209,1527295.3024667944
210,707612.6650937578
211,1785709.8735247334
212,637588.1810591586
213,646964.258556288
214,1070218.8966571083
215,430120.87995679514
216,150420.53347395267
217,621404.9653847975
218,553313.6316971016
219,317890.830338663
220,561127.0296113761
221,890632.7969411098
222,3222115.891168619
223,373574.68734274874
224,396779.2238276119
225,523304.2883390804
226,395216.544244757
227,571070.6719836933
228,5682291.555665095
229,568741.59614851
230,393772.47101014236
231,907095.2903774077
232,427426.24437426555
233,592380.621268474
234,585433.9299998056
235,300790.5562961701
236,902757.1928194059
237,1871130.2588247927
238,1510105.8270553905
239,562689.709194231
240,1125239.7063678158
241,163553.01952443755
242,564133.7824288456
243,534561.4767028429
244,1017659.0987367308
245,403029.94215903146
246,698159.2469505916
247,668841.7727162566
248,501213.72204440227
249,1221384.6430050666
250,1580626.7340883263
251,442965.19381453015
252,561244.0805210961
253,577209.078771824
254,592380.621268474
255,626876.6230010019
256,370332.2772673189
257,944630.6094037825
258,1719110.621785488
259,978034.3209978052
260,517365.87435937976
261,593824.6945030887
262,224939.63325026352
263,1522115.9390010838
264,396779.2238276119
265,494139.2214774535
266,389084.4322615777
267,825979.4405229912
268,124687.60767789662
269,1552298.175792473
270,455130.3608106893
271,747182.204595526
272,865830.249419897
273,543937.5541999722
274,547062.913365682
275,479540.7278654595
276,284085.8001407893
277,1318322.3157534124
278,370332.2772673189
279,918761.029432498
280,90832.25658894188
281,979586.9268155989
282,440859.31123231386
283,437934.2778710696
284,1274567.2874334753
285,2408451.8092054985
286,605493.7761046909
287,922086.7144026733
288,561244.0805210961
289,893875.2070165396
290,738782.9818561103
291,678959.0477131393
292,909384.9519353686
293,568008.7973304415
294,1832825.9182683406
295,495389.59670858947
296,513593.04545013176
297,915635.6702667882
298,353030.8233086614
299,666457.6110503001
300,1129857.7722351993
301,803483.8524398985
302,451798.06831229816
303,531117.6862533549
304,384396.39351301297
305,290663.90886104736
306,181342.6016006173
307,490865.05788367055
308,464299.5049751373
309,509635.0863850326
310,227829.33515801298
311,2156670.671661848
312,1528857.982049649
313,516233.91835970513
314,444145.5862930133
315,1381093.080566845
316,1382392.1786504635
317,1115600.0473714503
318,450435.71453390876
319,677960.5304370839
320,381388.0852570232
321,1702256.8062457782
322,980336.5825514848
323,440976.3621420339
324,181297.08434650744
325,655846.2443591543
326,475238.2620551216
327,1621056.0774380881
328,915022.9722242849
329,425026.0626672403
330,823431.44794629
331,153928.00578667206
332,566883.6562485326
333,981590.4037466951
334,1525932.948688405
335,548625.592948537
336,479609.6999550542
337,594780.8029754993
338,1246474.7106803912
339,494857.12369498645
340,464499.83077960287
341,1161765.7517400924
342,1266208.2592135952
343,1491353.6720611318
344,329605.085768413
345,853979.1609928879
346,708486.7618627677
347,818743.4091977254
348,572696.8360790062
349,1439843.855327685
350,503997.5439341556
351,1252439.5243866271
352,554180.3383427077
353,1120288.086120015
354,436171.2724837493
355,586129.9029370545
356,533688.4560083987
357,1328406.5841401466
358,431106.1929506414
359,1026381.475601439
360,477656.2750316948
361,1212995.4940307117
362,155975.27886812337
363,449303.75853423413
364,839150.412578761
365,852922.0342160676
366,1060033.2412770847
367,92394.93617179678
368,1621056.0774380881
369,1717883.602074327
370,376208.68088911526
371,830317.538080993
372,823231.1221418246
373,1644437.661680147
374,941824.1823907784
375,1777155.2781107058
376,473364.7522751016
377,865589.1128637533
378,1299667.2381301797
379,753835.8570597251
380,548565.5961010616
381,378145.6751815934
382,562917.3358601804
383,549199.513573471
384,821724.5996540574
385,563615.0253406019
386,1319030.5066430173
387,1558955.6726648826
388,467108.26329221507
389,1132422.0548944445
390,621198.5126482729
391,451798.06831229816
392,620326.972691882
393,534243.0454190647
394,444145.5862930133
395,393772.47101014236
396,458249.11244818324
397,490865.05788367055
398,683655.5446978367
399,590934.9925953392
400,653834.0803742378
401,470550.22330655693
402,586760.9523247003
403,443053.0402028145
404,740923.0280279737
405,1357182.85258826
406,467108.26329221507
407,576753.8254399251
408,1370967.3473338294
409,490882.93139077385
410,547988.229512053
411,361587.2491578352
412,73431.62522766751
413,500872.1847684458
414,529559.1372580735
415,957914.0608757333
416,684077.823204301
417,315835.3717077884
418,396897.83017585217
419,301632.9851224683
420,402790.83893699665
421,362783.941590334
422,141044.4559768233
423,367774.48297679675
424,385959.0730958679
425,635758.6088038682
426,733035.2792966318
427,1016605.6033459861
428,2433041.453604464
429,476484.3407893444
430,475869.3114427674
431,370963.3266549646
432,890706.2701220345
433,132052.25165964034
434,1480414.9149811473
435,475927.9209435324
436,1589683.87943275
437,1898526.7592104455
438,777999.4561108954
439,157302.30119301795
440,843427.350370698
441,485245.38893989683
442,385959.0730958679
443,461174.1458094275
444,975648.5438029201
445,746975.7518590015
446,5946.675533636808
447,393889.5219198624
448,906459.9185741243
449,483906.9933631144
450,310048.0274450592
451,1439843.855327685
452,908453.3217401595
453,551699.4135029041
454,441490.36061995965
455,646269.8410575594
456,760979.4281687846
457,304282.126101018
458,478994.6706084772
459,381271.0343473032
460,90832.25658894188
461,587692.5825199094
462,488370.74810560653
463,651141.2152207731
464,501487.2141150228
465,551951.2779187122
466,1293344.7071979656
467,1547610.1370439082
468,1215032.4019348174
469,2277938.96569148
470,1632249.2675656308
471,564252.3887770859
472,389829.3922592305
473,74273.83056518369
474,455040.478387728
475,1560111.5737067475
476,897083.841076995
477,453360.747895153
478,364977.6705608346
479,690104.2575296481
480,546508.8248239435
481,1368445.1133144894
482,280594.45382472343
483,456486.1070608628
484,565080.1221078113
485,580823.9296976293
486,1261859.3980341116
487,553215.7186821295
488,1551493.6101816366
489,447741.0789513793
490,875006.0011125609
491,547323.5049620355
492,437431.65402312274
493,503997.5439341556
494,602387.7481532493
495,1199607.7040610719
496,1003035.5787945552
497,540885.668215187
498,589255.2621027643
499,546189.8926712378
500,1605319.1334974319
501,1717995.6029614448
502,586760.9523247003
503,426099.222049371
504,397180.7659202449
505,1595943.0560003025
506,1636572.7251545298
507,622702.5827303629
508,365717.7116996787
509,559764.6758329867
510,430488.3478452045
511,551750.9521142467
512,1556054.5843458283
513,391468.237646942
514,150209.37752408214
515,440859.31123231386
516,1266924.66298922
517,840420.5975532284
518,801353.607981856
519,483168.7108791161
520,1877143.3367447397
521,1250862.0314533622
522,561127.0296113761
523,149488.90327874344
524,1439843.855327685
525,1730453.2317853114
526,892195.4765239648
527,1624181.436603798
528,639842.8964722499
529,468670.9428750699
530,731782.6077888046
531,924315.7748266688
532,574449.5920767249
533,961070.4290793004
534,420544.4766552003
535,266723.9461970844
536,626649.4239791743
537,1982544.016451993
538,1416369.20658293
539,1604506.1096504629
540,388965.8259133374
541,338872.23287369625
542,667299.7864666699
543,1061595.2550177178
544,478245.0148725911
545,956292.7717921134
546,80524.54889660326
547,1054714.153140874
548,429920.5541523297
549,386825.7797414739
550,841258.0996773989
551,568888.8889143079
552,1115887.176405
553,607261.3610590055
554,477667.64828358253
555,432468.5467290308
556,469854.25036930805
557,392158.25281594484
558,374088.6858206744
559,1628265.2355459924
560,582308.5708340958
561,427484.85387503053
562,150109.70327678745
563,646964.258556288
564,544011.0273808968
565,573478.487004962
566,95803.23108189926
567,378262.7260913134
568,508072.40680217766
569,1126831.5904721064
570,1123620.3192112478
571,949749.5588523065
572,385528.1623959086
573,1201121.3470392954
574,392410.1172317529
575,511810.9418484301
576,1587882.0966278608
577,979092.8351213358
578,83018.85867466737
579,970270.8461659447
580,932706.5393299519
581,465862.18455799227
582,1940415.1522273682
583,1903842.4724340602
584,434608.59290089435
585,1631936.2250173078
586,971833.5257487997
587,1552298.175792473
588,1496291.959696576
589,575391.4716615357
590,230323.64493607712
591,1099863.1034307936
592,431483.23373518453
593,547062.913365682
594,386590.12248351355
595,398460.5097587071
596,535974.9216594815
597,430821.60646757635
598,816980.4038104049
599,547431.9228654689
600,534355.0239663181
601,850781.9880442042
602,827826.5135574038
603,409399.2668386914
604,587250.2985680621
605,1477195.1039660308
606,147926.22369588856
607,856047.3933817775
608,646964.258556288
609,1599068.4151660125
610,403148.54850727174
611,820105.7629761148
612,561758.0789990219
613,722326.7858589316
614,645401.5789734331
615,2086507.226015211
616,462420.2245436503
617,1239766.8306584563
618,235793.98990603792
619,493418.60411174037
620,389284.7580660431
621,431106.1929506414
622,2380390.050968221
623,1592927.8449467001
624,530499.7418910228
625,653214.9768877076
626,446991.4232154932
627,1610117.320358104
628,430580.808061411
629,1311139.9672267837
630,384396.39351301297
631,887507.4377754
632,516498.98059699475
633,825424.8511123252
634,430488.11902751727
635,107644.6912158026
636,561694.5944865638
637,564133.7824288456
638,480557.35019133205
639,137389.00870853724
640,285913.5419609338
641,1204040.2534684804
642,505560.22351701045
643,563320.7585818768
644,479926.30080368626
645,572065.7866913604
646,430551.60353997536
647,457117.1564485086
648,458249.11244818324
649,439413.682559179
650,540199.496991759
651,917398.6756541086
652,487245.6070236977
653,545490.4320690063
654,387604.52601179533
655,1059343.582388674
656,167727.05979507655
657,207514.5005808993
658,485481.046197857
659,373080.5956484855
660,562806.7601039511
661,996317.6419862345
662,600194.0191827485
663,788866.5988620456
664,558001.6704456663
665,376783.3214032039
666,559564.3500285213
667,578516.8308272455
668,957870.7190965231
669,1193938.9985126667
670,1531541.0572635122
671,592380.621268474
672,691093.016487569
673,1158671.0069543459
674,903765.2829915949
675,523391.1922597266
676,439296.6316494589
677,564133.7824288456
678,372526.0062378195
679,70517.4220118282
680,682084.406878849
681,441410.97246780805
682,393772.47101014236
683,407836.58725583646
684,557070.0402504572
685,736984.6450152951
686,1931837.1221446614
687,451798.06831229816
688,589255.2621027643
689,84150.62755756298
690,968708.1665830897
691,1193049.9577771537
692,331024.7971272012
693,830994.3792581136
694,606444.7375141681
695,1088460.573837983
696,529000.4172598339
697,426868.6681675444
698,973344.666720312
699,252832.2084836914
700,538254.4007437404
701,390647.1118444326
702,917019.3294842163
703,883386.963902023
704,987460.3215773486
705,448554.10279834806
706,485366.32659221056
707,1608444.4926631418
708,94990.20723493033
709,1852963.7050882592
710,156573.3387904001
711,1124608.65698017
712,418975.67014028615
713,401881.1292415392
714,649698.8723814932
715,1500729.7495582611
716,674908.2083151678
717,1475927.2020370485
718,658850.6658725502
719,147926.22369588856
720,367407.2439060745
721,540760.6564229198
722,558632.7198333121
723,71148.47139947387
724,998347.5400459903
725,499545.1624435511
726,1357652.886824021
727,492427.7374665255
728,681343.2093790957
729,127445.72777288422
730,614889.1848160884
731,1258449.1668877807
732,370332.2772673189
733,495283.6531016064
734,578316.50502278
735,119999.5689293319
736,165115.69910729246
737,420167.4358706571
738,1384468.7820107774
739,831044.520056099
740,550188.2725313918
741,1613873.7289114594
742,744102.2571090998
743,422767.4101471366
744,173032.5636879076
745,393772.47101014236
746,384396.39351301297
747,1267384.9389068466
748,821951.3783033624
749,201988.95970816433
750,350282.5049274948
751,124751.09219035466
752,227198.2857703673
753,558632.7198333121
754,389715.48164922337
755,730145.5773888823
756,601060.7258283546
757,564252.3887770859
758,493270.33447741054
759,459611.46622657264
760,586257.4691539707
761,565815.0683599408
762,1174256.6940612518
763,143639.7270399568
764,1366598.2407379705
765,235642.73307228746
766,844177.006106584
767,1676557.959982851
768,659465.6952191271
769,892195.4765239648
770,454923.427478008
771,1713885.222214173
772,1531842.3263650262
773,850982.3138486696
774,1465738.1006929502
775,853122.3600205331
776,1556799.5938877086
777,1483856.2034239243
778,164168.0488710145
779,297575.99576154933
780,423007.6995543433
781,447741.0789513793
782,514789.67116772826
783,971781.987137457
784,468670.9428750699
785,550188.2725313918
786,10262.577168897798
787,1146686.4969446044
788,182540.83177665668
789,80524.54889660326
790,455529.0877941523
791,808500.437938211
792,87907.22322769751
793,455475.08871350216
794,862578.0376306463
795,535570.0677439593
796,893844.1979786825
797,64531.76591769818
798,1007833.7656552271
799,542374.8746171173
800,856253.8461183021
801,507122.9030998654
802,1647511.4822345143
803,1368445.1133144894
804,426789.0680545607
805,426099.222049371
806,201057.3295129551
807,383464.7633178038
808,559564.3500285213
809,1085985.618305075
810,587356.3632512429
811,628322.2516741367
812,498361.854949313
813,87706.89742323206
814,1002378.8491164207
815,930698.3037885375
816,1078095.7373829326
817,447310.35536819894
818,437934.2778710696
819,1485670.5186048998
820,1046835.7899760882
821,364075.43200384005
822,558001.6704456663
823,889070.117358255
824,542374.8746171173
825,1910959.8974110857
826,365644.2385187542
827,301833.3109269337
828,640713.5402248683
829,237205.41265514237
830,893958.4819112852
831,602825.2866541953
832,72711.15098232878
833,643949.0475026857
834,202620.00909581
835,1346650.645231579
836,1477489.8816199033
837,547062.913365682
838,1232168.4859598684
839,392209.7914272875
840,510248.2622655751
841,373080.5956484855
842,918761.029432498
843,1556848.1296234122
844,773411.5699894265
845,1240188.3366106674
846,439296.6316494589
847,169803.73785585712
848,332904.45028666937
849,914273.7231670044
850,570384.5007602653
851,559637.8232094458
852,768418.7303936628
853,600383.6653994692
854,363870.40298602876
855,223376.9536674086
856,424300.8852085558
857,1030784.4391973267
858,385959.0730958679
859,1297690.8803276666
860,695781.0552361336
861,386590.12248351355
862,421749.9272639368
863,479926.30080368626
864,732337.7149883732
865,1069350.7092734491
866,286637.23868156504
867,791047.3810275707
868,2285660.173730377
869,530740.1445998842
870,975044.9267863723
871,1170410.8836810915
872,621467.2935363465
873,1613815.1194106946
874,1460416.009681101
875,169803.73785585712
876,1146743.4909164407
877,539939.1743398182
878,165517.24119992543
879,83914.97029960266
880,572065.7866913604
881,1439843.855327685
882,1323010.354501977
883,131291.33769515075
884,1165495.6459106994
885,1819500.0206814036
886,583204.8695758102
887,364712.608323545
888,530727.3685569722
889,604363.3008430696
890,586206.3859449226
891,1521251.0368718994
892,826556.8071119998
893,80789.61113389287
894,52833.85490616114
895,1310302.4651026134
896,668841.7727162566
897,382950.76483987813
898,433045.9133180395
899,580510.2339932807
900,1232168.4859598684
901,543937.5541999722
902,407836.58725583646
903,748159.0593532396
904,630515.9806446375
905,758494.6912868542
906,1357789.5594005692
907,1017151.2336515916
908,892763.0413991525
909,1896183.9886449678
910,535866.1649378304
911,395902.7154681849
912,147619.15855064424
913,1380133.5261303596
914,1054604.0050287666
915,1167325.3344409582
916,437934.2778710696
917,2061076.4448652123
918,543937.5541999722
919,388342.8784812322
920,435033.1895520154
921,2188330.01259277
922,998516.1295670528
923,64034.69572111979
924,418604.75628780224
925,523571.1810115159
926,449858.34794490016
927,560749.9888268331
928,514583.2184312036
929,1338527.0022184188
930,267310.1913947481
931,405175.00060295325
932,872335.9562235449
933,447110.0295637334
934,833021.0663043166
935,133221.25634872785
936,519624.33976270456
937,1564422.5716707688
938,434608.59290089435
939,1552298.175792473
940,527860.9579993308
941,3049507.226466855
942,902202.6034087399
943,1519587.1160022942
944,557128.6497512221
945,1011032.5980018616
946,376390.03843343066
947,371888.8299181145
948,557624.6296611233
949,940838.8693969321
950,550819.3219190376
951,682084.406878849
952,1233358.864343529
953,1553860.8553753276
954,1770904.5597792864
955,326635.8584481467
956,1712259.0581188602
957,318674.4492063026
958,439496.95745392446
959,374088.6858206744
960,976697.2249078493
961,610201.1460675237
962,554876.3112799565
963,529000.4172598339
964,2065854.3128420492
965,530976.9635080516
966,141044.4559768233
967,851359.3546332127
968,926574.4273467725
969,559564.3500285213
970,1502982.240803569
971,464930.5543627831
972,782801.7787920627
973,174716.06061049429
974,315432.03913087276
975,102402.06305657185
976,414087.30558725604
977,557188.6465986974
978,3347260.5481859217
979,658879.8703939859
980,180742.49493584142
981,509087.12477535324
982,437934.2778710696
983,385959.0730958679
984,4011.8588374781975
985,914704.0400715792
986,1247795.2817884176
987,1613132.5314117065
988,575517.6784036438
989,383082.0339293757
990,198863.60054245451
991,1185753.4865159765
992,995273.719491623
993,146765.08620566662
994,578516.8308272455
995,1500729.7495582611
996,364655.4795608334
997,625104.2451754416
998,585198.2727418453
999,689156.6072933702
1000,564252.3887770859
1001,2053859.7123881308
1002,868755.2827811412
1003,318557.39829658257
1004,526566.1977205882
1005,176054.4561872767
1006,436371.59828821465
1007,625313.9434181469
1008,854601.7647086425
1009,383700.4205757641
1010,309812.37018709886
1011,1484373.1300770221
1012,649475.5930616498
1013,635204.0193932022
1014,62037.4561396341
1015,562689.709194231
1016,518786.83763853414
1017,184511.84533902188
1018,1201121.3470392954
1019,453991.7972827988
1020,443866.0640497834
1021,370332.2772673189
1022,385840.4667476276
1023,183437.13051837095
1024,2012283.4366061469
1025,937586.6576076815
1026,1266827.3627001257
1027,558201.9962501319
1028,1073091.097785736
1029,1064231.946941704
1030,523304.2883390804
1031,762854.1832856712
1032,370963.3266549646
1033,1664442.3148761354
1034,483682.70935704187
1035,456486.1070608628
1036,558897.7820706016
1037,164588.11638598744
1038,1363374.961418915
1039,454923.427478008
1040,276879.7452221238
1041,379331.3139799051
1042,7273.697858531406
1043,1154299.5690544131
1044,509161.5293478874
1045,398577.5606684271
1046,877814.7594296385
1047,889070.117358255
1048,914704.0400715792
1049,1500729.7495582611
1050,968389.7352993117
1051,529873.4379542782
1052,1685015.7922230316
1053,982212.9578386882
1054,1621621.3406828116
1055,381902.0837349489
1056,126603.29894658606
1057,643120.8839738173
1058,1353200.505333417
1059,1588001.159093895
1060,278389.67122003576
1061,301568.2486896441
1062,1940415.1522273682
1063,861000.4943676317
1064,550877.9314198025
1065,559764.6758329867
1066,451998.3941167636
1067,470285.1610692673
1068,581441.8641884897
1069,1174480.9780673245
1070,1617820.5701602711
1071,652658.5570418956
1072,1662552.453237922
1073,795303.2154549019
1074,514877.6915133749
1075,689890.5957044181
1076,751296.3227191566
1077,774874.0969451856
1078,52661.378642504686
1079,456486.1070608628
1080,806214.7937904336
1081,451798.06831229816
1082,821668.4425589696
1083,1555739.4642352494
1084,162995.4433177163
1085,668255.9478911152
1086,69850.85405390858
1087,492628.06327099097
1088,1019236.7392727236
1089,387521.7526787228
1090,377150.56047392613
1091,1708397.37646509
1092,885944.7581925452
1093,426789.0680545607
1094,695027.9535361731
1095,149488.90327874344
1096,570126.0663239624
1097,886512.3230677329
1098,653834.0803742378
1099,551868.0030239668
1100,1474164.1966497279
1101,1210172.3654516595
1102,570384.5007602653
1103,1500729.7495582611
1104,676655.170630531
1105,556639.3166672769
1106,461192.0193165308
1107,1299862.6553675411
1108,575191.1458570702
1109,474921.66120648955
1110,1370967.3473338294
1111,1524286.9942108048
1112,1271866.5249188868
1113,444615.71978566947
1114,367774.48297679675
1115,1227635.361336486
1116,995273.719491623
1117,454612.59728084283
1118,583004.5437713447
1119,852515.788910089
1120,538985.073555885
1121,806590.7376808256
1122,522008.50142866105
1123,1797528.7221885845
1124,410961.9464215463
1125,1067357.306107414
1126,172929.09702156694
1127,1154299.5690544131
1128,435358.2486367803
1129,1246439.0549420873
1130,193459.80376365135
1131,519624.33976270456
1132,561244.0805210961
1133,560372.6152651721
1134,1842787.8205906115
1135,1620024.3036357597
1136,1788316.1841899152
1137,1313198.7948113498
1138,489933.4276884615
1139,963779.6372657799
1140,586011.2965888142
1141,396581.2293272199
1142,548625.592948537
1143,409679.1927561405
1144,441490.36061995965
1145,572065.7866913604
1146,381271.0343473032
1147,558632.7198333121
1148,1247950.1959135998
1149,1575738.3695352962
1150,535486.7928492138
1151,443739.2114262425
1152,2034997.4092817642
1153,696550.0652171761
1154,27452.05258030168
1155,516041.57983103476
1156,584767.5491586651
1157,478047.02037219936
1158,71148.47139947387
1159,824793.8017246794
1160,389084.4322615777
1161,560195.399416167
1162,445547.3499808785
1163,572266.1124958259
1164,876144.9672896056
1165,1617930.7182723787
1166,650830.8152217511
1167,549646.3451692378
1168,449303.75853423413
1169,560312.6184176968
1170,1583413.6825319459
1171,1513112.57987286
1172,676625.4377734115
1173,1015674.5959405996
1174,848489.4848086588
1175,439296.6316494589
1176,380723.0727376239
1177,667389.2412455092
1178,729725.8365116867
1179,1491200.6107109599
1180,570503.1071085054
1181,1077491.4975765622
1182,83018.85867466737
1183,-9239.233561246976
1184,550971.1486965413
1185,251269.52890083648
1186,160820.83369082227
1187,476104.9687007277
1188,857905.3332817547
1189,395966.19998064294
1190,1640042.1175399697
1191,448672.70914658834
1192,86775.26722802286
1193,1251434.5647315863
1194,578433.5559325
1195,-568.8768292952736
1196,448672.70914658834
1197,468987.54372370197
1198,529260.7399117748
1199,405342.2774777723
1200,467424.8641408471
1201,856884.8955059479
1202,568008.7973304415
1203,386590.12248351355
1204,214696.8491075281
1205,434417.0038445293
1206,410030.31622633705
1207,449303.75853423413
1208,1843862.3501651976
1209,590817.9416856192
1210,292164.2602923534
1211,1144770.4302071119
1212,135058.79988269327
1213,762123.9981963169
1214,1474164.1966497279
1215,386590.12248351355
1216,442044.9500306257
1217,1397740.3824967057
1218,461374.47161389305
1219,395223.1720457437
1220,590121.9687483703
1221,451998.3941167636
1222,141675.50536446896
1223,448672.70914658834
1224,598631.3395998937
1225,556852.8575281742
1226,485998.37952956033
1227,384396.39351301297
1228,816048.7736151959
1229,959104.324220728
1230,390647.1118444326
1231,1543680.2122673625
1232,90832.25658894188
1233,786357.8615409528
1234,572065.7866913604
1235,1129110.3314280515
1236,441490.36061995965
1237,1759202.930116965
1238,625086.7443963194
1239,633913.2074004537
1240,80760.20615456361
1241,692627.362596521
1242,87823.9483329521
1243,373531.10961395316
1244,387521.7526787228
1245,1201677.8153461246
1246,1433960.6048846752
1247,1347688.1687428905
1248,472743.9522770576
1249,418981.7970723454
1250,402216.91831206257
1251,1377967.721401135
1252,1570940.182674624
1253,541997.8338325743
1254,444615.71978566947
1255,1146853.6390285483
1256,566681.7750055469
1257,441059.6370367793
1258,626759.5720912819
1259,786930.0553084445
1260,558001.6704456663
1261,428431.34775039926
1262,102402.06305657185
1263,1221384.6430050666
1264,403348.8743117372
1265,1274448.681085235
1266,392840.8408149332
1267,551750.9521142467
1268,539249.5154514075
1269,377214.04498638416
1270,1096480.424488782
1271,1368345.9359118724
1272,834376.3319583335
1273,1104551.1421793588
1274,582072.9135761356
1275,109124.29636180567
1276,1534990.0940328287
1277,570620.1580182256
1278,995273.719491623
1279,1315162.9187554824
1280,-4551.194812682283
1281,471847.8406521223
1282,1029584.4271916548
1283,850295.4227360871
1284,561327.3554158417
1285,845391.572046186
1286,475990.24909508124
1287,427426.24437426555
1288,395335.15059299726
1289,379708.3547644483
1290,1066225.3501077392
1291,1195119.490248045
1292,1018799.9551063093
1293,616687.5216569037
1294,1319556.4902874283
1295,456486.1070608628
1296,645628.7779952607
1297,471964.8915618423
1298,190342.85643904324
1299,564133.7824288456
1300,1070282.339468658
1301,187924.84346247022
1302,1250862.0314533622
1303,916471.367874537
1304,523681.32912362344
1305,818743.4091977254
1306,1168363.685300107
1307,501107.8420264061
1308,1575042.3965980476
1309,945216.4342289238
1310,379708.3547644483
1311,447110.0295637334
1312,180732.24554623978
1313,898446.1948553843
1314,385428.98499329167
1315,1649074.161817369
1316,1477920.6052030837
1317,188555.8928501159
1318,453991.7972827988
1319,451959.7142812606
1320,908677.6057462319
1321,1474437.87481052
1322,740271.0193328897
1323,898446.1948553843
1324,542433.4841178822
1325,437807.4252475287
1326,685352.7342686254
1327,601957.0245700689
1328,123643.82461554889
1329,62292.54234321779
1330,274709.7226436599
1331,386590.12248351355
1332,1286974.2722469075
1333,561244.0805210961
1334,868755.2827811412
1335,1364835.2353506498
1336,589255.2621027643
1337,542374.8746171173
1338,434608.59290089435
1339,559681.4009382413
1340,379908.6805689137
1341,1043112.5467537545
1342,579760.5782573946
1343,1821079.0640435154
1344,1493547.4010316324
1345,910947.6315182236
1346,1632621.2377117127
